# Radial optical model potential from MARLEY KoningDelarocheOpticalModel
# Target: Z=18  A=40  nuclide=Ar40
# Grid: -8.0 to 20.0 MeV, 0.1 MeV step
# Radial grid: 0.1 to 15.0 fm, 0.1 fm step
#
# Columns: E(MeV)  k  r(fm)  V(MeV)  W(MeV)
  14.00000   1    9.500000   -1.420491e-02   -2.490098e-03
  14.00000   1    9.600000   -1.224095e-02   -2.078782e-03
  14.00000   1    9.700000   -1.054847e-02   -1.735696e-03
  14.00000   1    9.800000   -9.089951e-03   -1.449483e-03
  14.00000   1    9.900000   -7.833065e-03   -1.210679e-03
  14.00000   1   10.000000   -6.749947e-03   -1.011403e-03
  14.00000   1   10.100000   -5.816578e-03   -8.450851e-04
  14.00000   1   10.200000   -5.012260e-03   -7.062527e-04
  14.00000   1   10.300000   -4.319153e-03   -5.903444e-04
  14.00000   1   10.400000   -3.721883e-03   -4.935584e-04
  14.00000   1   10.500000   -3.207200e-03   -4.127258e-04
  14.00000   1   10.600000   -2.763686e-03   -3.452048e-04
  14.00000   1   10.700000   -2.381502e-03   -2.887929e-04
  14.00000   1   10.800000   -2.052166e-03   -2.416532e-04
  14.00000   1   10.900000   -1.768372e-03   -2.022541e-04
  14.00000   1   11.000000   -1.523823e-03   -1.693180e-04
  14.00000   1   11.100000   -1.313092e-03   -1.417789e-04
  14.00000   1   11.200000   -1.131502e-03   -1.187478e-04
  14.00000   1   11.300000   -9.750244e-04   -9.948244e-05
  14.00000   1   11.400000   -8.401858e-04   -8.336367e-05
  14.00000   1   11.500000   -7.239941e-04   -6.987450e-05
  14.00000   1   11.600000   -6.238707e-04   -5.858334e-05
  14.00000   1   11.700000   -5.375934e-04   -4.912981e-05
  14.00000   1   11.800000   -4.632477e-04   -4.121295e-05
  14.00000   1   11.900000   -3.991834e-04   -3.458135e-05
  14.00000   1   12.000000   -3.439787e-04   -2.902497e-05
  14.00000   1   12.100000   -2.964085e-04   -2.436828e-05
  14.00000   1   12.200000   -2.554169e-04   -2.046461e-05
  14.00000   1   12.300000   -2.200942e-04   -1.719132e-05
  14.00000   1   12.400000   -1.896564e-04   -1.444588e-05
  14.00000   1   12.500000   -1.634279e-04   -1.214254e-05
  14.00000   1   12.600000   -1.408267e-04   -1.020956e-05
  14.00000   1   12.700000   -1.213511e-04   -8.586947e-06
  14.00000   1   12.800000   -1.045689e-04   -7.224469e-06
  14.00000   1   12.900000   -9.010759e-05   -6.080091e-06
  14.00000   1   13.000000   -7.764618e-05   -5.118617e-06
  14.00000   1   13.100000   -6.690812e-05   -4.310571e-06
  14.00000   1   13.200000   -5.765507e-05   -3.631265e-06
  14.00000   1   13.300000   -4.968167e-05   -3.060013e-06
  14.00000   1   13.400000   -4.281095e-05   -2.579477e-06
  14.00000   1   13.500000   -3.689041e-05   -2.175126e-06
  14.00000   1   13.600000   -3.178866e-05   -1.834773e-06
  14.00000   1   13.700000   -2.739245e-05   -1.548196e-06
  14.00000   1   13.800000   -2.360421e-05   -1.306822e-06
  14.00000   1   13.900000   -2.033987e-05   -1.103453e-06
  14.00000   1   14.000000   -1.752697e-05   -9.320504e-07
  14.00000   1   14.100000   -1.510308e-05   -7.875409e-07
  14.00000   1   14.200000   -1.301440e-05   -6.656644e-07
  14.00000   1   14.300000   -1.121457e-05   -5.628419e-07
  14.00000   1   14.400000   -9.663652e-06   -4.760651e-07
  14.00000   1   14.500000   -8.327217e-06   -4.028054e-07
  14.00000   1   14.600000   -7.175605e-06   -3.409361e-07
  14.00000   1   14.700000   -6.183254e-06   -2.886686e-07
  14.00000   1   14.800000   -5.328141e-06   -2.444974e-07
  14.00000   1   14.900000   -4.591286e-06   -2.071559e-07
  14.00000   1   15.000000   -3.956334e-06   -1.755770e-07
  14.00000   2    0.100000   -4.516624e+01   -1.138214e+00
  14.00000   2    0.200000   -4.514679e+01   -1.140094e+00
  14.00000   2    0.300000   -4.512656e+01   -1.142379e+00
  14.00000   2    0.400000   -4.510495e+01   -1.145154e+00
  14.00000   2    0.500000   -4.508126e+01   -1.148521e+00
  14.00000   2    0.600000   -4.505468e+01   -1.152607e+00
  14.00000   2    0.700000   -4.502427e+01   -1.157562e+00
  14.00000   2    0.800000   -4.498898e+01   -1.163569e+00
  14.00000   2    0.900000   -4.494755e+01   -1.170845e+00
  14.00000   2    1.000000   -4.489858e+01   -1.179657e+00
  14.00000   2    1.100000   -4.484043e+01   -1.190322e+00
  14.00000   2    1.200000   -4.477124e+01   -1.203224e+00
  14.00000   2    1.300000   -4.468887e+01   -1.218822e+00
  14.00000   2    1.400000   -4.459089e+01   -1.237668e+00
  14.00000   2    1.500000   -4.447453e+01   -1.260422e+00
  14.00000   2    1.600000   -4.433667e+01   -1.287873e+00
  14.00000   2    1.700000   -4.417376e+01   -1.320959e+00
  14.00000   2    1.800000   -4.398182e+01   -1.360797e+00
  14.00000   2    1.900000   -4.375641e+01   -1.408709e+00
  14.00000   2    2.000000   -4.349260e+01   -1.466249e+00
  14.00000   2    2.100000   -4.318496e+01   -1.535241e+00
  14.00000   2    2.200000   -4.282754e+01   -1.617805e+00
  14.00000   2    2.300000   -4.241393e+01   -1.716387e+00
  14.00000   2    2.400000   -4.193731e+01   -1.833781e+00
  14.00000   2    2.500000   -4.139049e+01   -1.973131e+00
  14.00000   2    2.600000   -4.076609e+01   -2.137917e+00
  14.00000   2    2.700000   -4.005673e+01   -2.331906e+00
  14.00000   2    2.800000   -3.925524e+01   -2.559046e+00
  14.00000   2    2.900000   -3.835495e+01   -2.823302e+00
  14.00000   2    3.000000   -3.735014e+01   -3.128401e+00
  14.00000   2    3.100000   -3.623635e+01   -3.477458e+00
  14.00000   2    3.200000   -3.501093e+01   -3.872495e+00
  14.00000   2    3.300000   -3.367346e+01   -4.313818e+00
  14.00000   2    3.400000   -3.222619e+01   -4.799289e+00
  14.00000   2    3.500000   -3.067441e+01   -5.323547e+00
  14.00000   2    3.600000   -2.902672e+01   -5.877263e+00
  14.00000   2    3.700000   -2.729507e+01   -6.446592e+00
  14.00000   2    3.800000   -2.549460e+01   -7.013006e+00
  14.00000   2    3.900000   -2.364331e+01   -7.553712e+00
  14.00000   2    4.000000   -2.176144e+01   -8.042813e+00
  14.00000   2    4.100000   -1.987067e+01   -8.453261e+00
  14.00000   2    4.200000   -1.799319e+01   -8.759462e+00
  14.00000   2    4.300000   -1.615075e+01   -8.940192e+00
  14.00000   2    4.400000   -1.436373e+01   -8.981317e+00
  14.00000   2    4.500000   -1.264545e+01   -8.877745e+00
  14.00000   2    4.600000   -1.100745e+01   -8.634185e+00
  14.00000   2    4.700000   -9.462268e+00   -8.264519e+00
  14.00000   2    4.800000   -8.019101e+00   -7.789943e+00
  14.00000   2    4.900000   -6.683799e+00   -7.236289e+00
  14.00000   2    5.000000   -5.459121e+00   -6.631087e+00
  14.00000   2    5.100000   -4.345097e+00   -6.000895e+00
  14.00000   2    5.200000   -3.339459e+00   -5.369251e+00
  14.00000   2    5.300000   -2.438114e+00   -4.755425e+00
  14.00000   2    5.400000   -1.635604e+00   -4.173922e+00
  14.00000   2    5.500000   -9.255305e-01   -3.634599e+00
  14.00000   2    5.600000   -3.009253e-01   -3.143195e+00
  14.00000   2    5.700000    2.454352e-01   -2.702066e+00
  14.00000   2    5.800000    7.207834e-01   -2.310983e+00
  14.00000   2    5.900000    1.132170e+00   -1.967883e+00
  14.00000   2    6.000000    1.486329e+00   -1.669511e+00
  14.00000   2    6.100000    1.789584e+00   -1.411937e+00
  14.00000   2    6.200000    2.047791e+00   -1.190949e+00
  14.00000   2    6.300000    2.266319e+00   -1.002320e+00
  14.00000   2    6.400000    2.450036e+00   -8.420023e-01
  14.00000   2    6.500000    2.603328e+00   -7.062321e-01
  14.00000   2    6.600000    2.730116e+00   -5.915923e-01
  14.00000   2    6.700000    2.833886e+00   -4.950331e-01
  14.00000   2    6.800000    2.917724e+00   -4.138696e-01
  14.00000   2    6.900000    2.984348e+00   -3.457628e-01
  14.00000   2    7.000000    3.036146e+00   -2.886927e-01
  14.00000   2    7.100000    3.075205e+00   -2.409261e-01
  14.00000   2    7.200000    3.103349e+00   -2.009846e-01
  14.00000   2    7.300000    3.122164e+00   -1.676125e-01
  14.00000   2    7.400000    3.133029e+00   -1.397472e-01
  14.00000   2    7.500000    3.137138e+00   -1.164921e-01
  14.00000   2    7.600000    3.135527e+00   -9.709274e-02
  14.00000   2    7.700000    3.129089e+00   -8.091533e-02
  14.00000   2    7.800000    3.118594e+00   -6.742840e-02
  14.00000   2    7.900000    3.104706e+00   -5.618688e-02
  14.00000   2    8.000000    3.087997e+00   -4.681848e-02
  14.00000   2    8.100000    3.068958e+00   -3.901204e-02
  14.00000   2    8.200000    3.048008e+00   -3.250772e-02
  14.00000   2    8.300000    3.025509e+00   -2.708865e-02
  14.00000   2    8.400000    3.001769e+00   -2.257391e-02
  14.00000   2    8.500000    2.977050e+00   -1.881264e-02
  14.00000   2    8.600000    2.951578e+00   -1.567907e-02
  14.00000   2    8.700000    2.925543e+00   -1.306840e-02
  14.00000   2    8.800000    2.899108e+00   -1.089330e-02
  14.00000   2    8.900000    2.872408e+00   -9.081029e-03
  14.00000   2    9.000000    2.845561e+00   -7.570969e-03
  14.00000   2    9.100000    2.818664e+00   -6.312647e-03
  14.00000   2    9.200000    2.791798e+00   -5.264023e-03
  14.00000   2    9.300000    2.765033e+00   -4.390080e-03
  14.00000   2    9.400000    2.738424e+00   -3.661659e-03
  14.00000   2    9.500000    2.712020e+00   -3.054473e-03
  14.00000   2    9.600000    2.685858e+00   -2.548294e-03
  14.00000   2    9.700000    2.659970e+00   -2.126278e-03
  14.00000   2    9.800000    2.634380e+00   -1.774391e-03
  14.00000   2    9.900000    2.609110e+00   -1.480948e-03
  14.00000   2   10.000000    2.584174e+00   -1.236212e-03
  14.00000   2   10.100000    2.559585e+00   -1.032075e-03
  14.00000   2   10.200000    2.535350e+00   -8.617800e-04
  14.00000   2   10.300000    2.511476e+00   -7.196981e-04
  14.00000   2   10.400000    2.487967e+00   -6.011392e-04
  14.00000   2   10.500000    2.464823e+00   -5.021951e-04
  14.00000   2   10.600000    2.442045e+00   -4.196088e-04
  14.00000   2   10.700000    2.419632e+00   -3.506657e-04
  14.00000   2   10.800000    2.397581e+00   -2.931033e-04
  14.00000   2   10.900000    2.375890e+00   -2.450354e-04
  14.00000   2   11.000000    2.354553e+00   -2.048894e-04
  14.00000   2   11.100000    2.333568e+00   -1.713543e-04
  14.00000   2   11.200000    2.312928e+00   -1.433366e-04
  14.00000   2   11.300000    2.292628e+00   -1.199245e-04
  14.00000   2   11.400000    2.272662e+00   -1.003574e-04
  14.00000   2   11.500000    2.253025e+00   -8.400088e-05
  14.00000   2   11.600000    2.233710e+00   -7.032554e-05
  14.00000   2   11.700000    2.214712e+00   -5.888968e-05
  14.00000   2   11.800000    2.196023e+00   -4.932468e-05
  14.00000   2   11.900000    2.177639e+00   -4.132286e-05
  14.00000   2   12.000000    2.159551e+00   -3.462736e-05
  14.00000   2   12.100000    2.141755e+00   -2.902374e-05
  14.00000   2   12.200000    2.124244e+00   -2.433294e-05
  14.00000   2   12.300000    2.107012e+00   -2.040538e-05
  14.00000   2   12.400000    2.090053e+00   -1.711613e-05
  14.00000   2   12.500000    2.073361e+00   -1.436084e-05
  14.00000   2   12.600000    2.056930e+00   -1.205226e-05
  14.00000   2   12.700000    2.040755e+00   -1.011752e-05
  14.00000   2   12.800000    2.024830e+00   -8.495684e-06
  14.00000   2   12.900000    2.009149e+00   -7.135805e-06
  14.00000   2   13.000000    1.993708e+00   -5.995285e-06
  14.00000   2   13.100000    1.978500e+00   -5.038492e-06
  14.00000   2   13.200000    1.963522e+00   -4.235620e-06
  14.00000   2   13.300000    1.948767e+00   -3.561727e-06
  14.00000   2   13.400000    1.934231e+00   -2.995940e-06
  14.00000   2   13.500000    1.919910e+00   -2.520786e-06
  14.00000   2   13.600000    1.905799e+00   -2.121635e-06
  14.00000   2   13.700000    1.891893e+00   -1.786236e-06
  14.00000   2   13.800000    1.878187e+00   -1.504324e-06
  14.00000   2   13.900000    1.864679e+00   -1.267301e-06
  14.00000   2   14.000000    1.851363e+00   -1.067961e-06
  14.00000   2   14.100000    1.838235e+00   -9.002617e-07
  14.00000   2   14.200000    1.825292e+00   -7.591395e-07
  14.00000   2   14.300000    1.812530e+00   -6.403457e-07
  14.00000   2   14.400000    1.799944e+00   -5.403167e-07
  14.00000   2   14.500000    1.787533e+00   -4.560622e-07
  14.00000   2   14.600000    1.775290e+00   -3.850723e-07
  14.00000   2   14.700000    1.763215e+00   -3.252397e-07
  14.00000   2   14.800000    1.751302e+00   -2.747947e-07
  14.00000   2   14.900000    1.739549e+00   -2.322507e-07
  14.00000   2   15.000000    1.727953e+00   -1.963587e-07
  16.00000   1    0.100000   -4.627202e+01   -1.350630e+00
  16.00000   1    0.200000   -4.625144e+01   -1.351894e+00
  16.00000   1    0.300000   -4.622757e+01   -1.353441e+00
  16.00000   1    0.400000   -4.619991e+01   -1.355335e+00
  16.00000   1    0.500000   -4.616785e+01   -1.357651e+00
  16.00000   1    0.600000   -4.613070e+01   -1.360480e+00
  16.00000   1    0.700000   -4.608766e+01   -1.363933e+00
  16.00000   1    0.800000   -4.603781e+01   -1.368145e+00
  16.00000   1    0.900000   -4.598010e+01   -1.373279e+00
  16.00000   1    1.000000   -4.591331e+01   -1.379531e+00
  16.00000   1    1.100000   -4.583604e+01   -1.387138e+00
  16.00000   1    1.200000   -4.574670e+01   -1.396388e+00
  16.00000   1    1.300000   -4.564345e+01   -1.407626e+00
  16.00000   1    1.400000   -4.552422e+01   -1.421268e+00
  16.00000   1    1.500000   -4.538662e+01   -1.437814e+00
  16.00000   1    1.600000   -4.522799e+01   -1.457861e+00
  16.00000   1    1.700000   -4.504528e+01   -1.482124e+00
  16.00000   1    1.800000   -4.483509e+01   -1.511457e+00
  16.00000   1    1.900000   -4.459361e+01   -1.546869e+00
  16.00000   1    2.000000   -4.431662e+01   -1.589556e+00
  16.00000   1    2.100000   -4.399945e+01   -1.640923e+00
  16.00000   1    2.200000   -4.363703e+01   -1.702607e+00
  16.00000   1    2.300000   -4.322386e+01   -1.776505e+00
  16.00000   1    2.400000   -4.275408e+01   -1.864788e+00
  16.00000   1    2.500000   -4.222155e+01   -1.969906e+00
  16.00000   1    2.600000   -4.161994e+01   -2.094584e+00
  16.00000   1    2.700000   -4.094292e+01   -2.241775e+00
  16.00000   1    2.800000   -4.018435e+01   -2.414591e+00
  16.00000   1    2.900000   -3.933854e+01   -2.616169e+00
  16.00000   1    3.000000   -3.840055e+01   -2.849469e+00
  16.00000   1    3.100000   -3.736659e+01   -3.116988e+00
  16.00000   1    3.200000   -3.623437e+01   -3.420374e+00
  16.00000   1    3.300000   -3.500354e+01   -3.759927e+00
  16.00000   1    3.400000   -3.367602e+01   -4.134027e+00
  16.00000   1    3.500000   -3.225635e+01   -4.538496e+00
  16.00000   1    3.600000   -3.075190e+01   -4.966003e+00
  16.00000   1    3.700000   -2.917290e+01   -5.405615e+00
  16.00000   1    3.800000   -2.753232e+01   -5.842648e+00
  16.00000   1    3.900000   -2.584560e+01   -6.258992e+00
  16.00000   1    4.000000   -2.413006e+01   -6.634034e+00
  16.00000   1    4.100000   -2.240427e+01   -6.946217e+00
  16.00000   1    4.200000   -2.068726e+01   -7.175134e+00
  16.00000   1    4.300000   -1.899766e+01   -7.303875e+00
  16.00000   1    4.400000   -1.735293e+01   -7.321219e+00
  16.00000   1    4.500000   -1.576865e+01   -7.223210e+00
  16.00000   1    4.600000   -1.425802e+01   -7.013765e+00
  16.00000   1    4.700000   -1.283149e+01   -6.704165e+00
  16.00000   1    4.800000   -1.149663e+01   -6.311544e+00
  16.00000   1    4.900000   -1.025820e+01   -5.856727e+00
  16.00000   1    5.000000   -9.118329e+00   -5.361857e+00
  16.00000   1    5.100000   -8.076811e+00   -4.848243e+00
  16.00000   1    5.200000   -7.131502e+00   -4.334721e+00
  16.00000   1    5.300000   -6.278705e+00   -3.836661e+00
  16.00000   1    5.400000   -5.513569e+00   -3.365577e+00
  16.00000   1    5.500000   -4.830448e+00   -2.929244e+00
  16.00000   1    5.600000   -4.223223e+00   -2.532122e+00
  16.00000   1    5.700000   -3.685563e+00   -2.175967e+00
  16.00000   1    5.800000   -3.211141e+00   -1.860475e+00
  16.00000   1    5.900000   -2.793795e+00   -1.583882e+00
  16.00000   1    6.000000   -2.427641e+00   -1.343489e+00
  16.00000   1    6.100000   -2.107157e+00   -1.136071e+00
  16.00000   1    6.200000   -1.827223e+00   -9.581873e-01
  16.00000   1    6.300000   -1.583149e+00   -8.064037e-01
  16.00000   1    6.400000   -1.370675e+00   -6.774363e-01
  16.00000   1    6.500000   -1.185962e+00   -5.682394e-01
  16.00000   1    6.600000   -1.025575e+00   -4.760515e-01
  16.00000   1    6.700000   -8.864525e-01   -3.984112e-01
  16.00000   1    6.800000   -7.658840e-01   -3.331534e-01
  16.00000   1    6.900000   -6.614760e-01   -2.783940e-01
  16.00000   1    7.000000   -5.711231e-01   -2.325065e-01
  16.00000   1    7.100000   -4.929788e-01   -1.940965e-01
  16.00000   1    7.200000   -4.254274e-01   -1.619750e-01
  16.00000   1    7.300000   -3.670583e-01   -1.351323e-01
  16.00000   1    7.400000   -3.166424e-01   -1.127145e-01
  16.00000   1    7.500000   -2.731101e-01   -9.400129e-02
  16.00000   1    7.600000   -2.355320e-01   -7.838651e-02
  16.00000   1    7.700000   -2.031017e-01   -6.536110e-02
  16.00000   1    7.800000   -1.751198e-01   -5.449821e-02
  16.00000   1    7.900000   -1.509804e-01   -4.544042e-02
  16.00000   1    8.000000   -1.301591e-01   -3.788874e-02
  16.00000   1    8.100000   -1.122023e-01   -3.159328e-02
  16.00000   1    8.200000   -9.671761e-02   -2.634533e-02
  16.00000   1    8.300000   -8.336608e-02   -2.197070e-02
  16.00000   1    8.400000   -7.185482e-02   -1.832405e-02
  16.00000   1    8.500000   -6.193092e-02   -1.528416e-02
  16.00000   1    8.600000   -5.337603e-02   -1.274996e-02
  16.00000   1    8.700000   -4.600171e-02   -1.063720e-02
  16.00000   1    8.800000   -3.964534e-02   -8.875670e-03
  16.00000   1    8.900000   -3.416663e-02   -7.406853e-03
  16.00000   1    9.000000   -2.944455e-02   -6.181990e-03
  16.00000   1    9.100000   -2.537474e-02   -5.160455e-03
  16.00000   1    9.200000   -2.186720e-02   -4.308397e-03
  16.00000   1    9.300000   -1.884430e-02   -3.597610e-03
  16.00000   1    9.400000   -1.623914e-02   -3.004595e-03
  16.00000   1    9.500000   -1.399403e-02   -2.509768e-03
  16.00000   1    9.600000   -1.205922e-02   -2.096813e-03
  16.00000   1    9.700000   -1.039187e-02   -1.752131e-03
  16.00000   1    9.800000   -8.955001e-03   -1.464390e-03
  16.00000   1    9.900000   -7.716775e-03   -1.224144e-03
  16.00000   1   10.000000   -6.649737e-03   -1.023519e-03
  16.00000   1   10.100000   -5.730225e-03   -8.559524e-04
  16.00000   1   10.200000   -4.937848e-03   -7.159714e-04
  16.00000   1   10.300000   -4.255031e-03   -5.990132e-04
  16.00000   1   10.400000   -3.666628e-03   -5.012726e-04
  16.00000   1   10.500000   -3.159586e-03   -4.195760e-04
  16.00000   1   10.600000   -2.722657e-03   -3.512761e-04
  16.00000   1   10.700000   -2.346146e-03   -2.941643e-04
  16.00000   1   10.800000   -2.021700e-03   -2.463979e-04
  16.00000   1   10.900000   -1.742119e-03   -2.064391e-04
  16.00000   1   11.000000   -1.501201e-03   -1.730042e-04
  16.00000   1   11.100000   -1.293598e-03   -1.450218e-04
  16.00000   1   11.200000   -1.114704e-03   -1.215974e-04
  16.00000   1   11.300000   -9.605492e-04   -1.019838e-04
  16.00000   1   11.400000   -8.277124e-04   -8.555717e-05
  16.00000   1   11.500000   -7.132457e-04   -7.179624e-05
  16.00000   1   11.600000   -6.146087e-04   -6.026555e-05
  16.00000   1   11.700000   -5.296123e-04   -5.060117e-05
  16.00000   1   11.800000   -4.563703e-04   -4.249892e-05
  16.00000   1   11.900000   -3.932571e-04   -3.570450e-05
  16.00000   1   12.000000   -3.388720e-04   -3.000526e-05
  16.00000   1   12.100000   -2.920080e-04   -2.522337e-05
  16.00000   1   12.200000   -2.516250e-04   -2.121004e-05
  16.00000   1   12.300000   -2.168266e-04   -1.784081e-05
  16.00000   1   12.400000   -1.868407e-04   -1.501147e-05
  16.00000   1   12.500000   -1.610017e-04   -1.263483e-05
  16.00000   1   12.600000   -1.387360e-04   -1.063787e-05
  16.00000   1   12.700000   -1.195496e-04   -8.959415e-06
  16.00000   1   12.800000   -1.030165e-04   -7.548246e-06
  16.00000   1   12.900000   -8.876985e-05   -6.361432e-06
  16.00000   1   13.000000   -7.649345e-05   -5.362994e-06
  16.00000   1   13.100000   -6.591480e-05   -4.522766e-06
  16.00000   1   13.200000   -5.679912e-05   -3.815455e-06
  16.00000   1   13.300000   -4.894410e-05   -3.219843e-06
  16.00000   1   13.400000   -4.217538e-05   -2.718129e-06
  16.00000   1   13.500000   -3.634274e-05   -2.295370e-06
  16.00000   1   13.600000   -3.131672e-05   -1.939024e-06
  16.00000   1   13.700000   -2.698578e-05   -1.638560e-06
  16.00000   1   13.800000   -2.325378e-05   -1.385128e-06
  16.00000   1   13.900000   -2.003790e-05   -1.171295e-06
  16.00000   1   14.000000   -1.726676e-05   -9.908129e-07
  16.00000   1   14.100000   -1.487885e-05   -8.384284e-07
  16.00000   1   14.200000   -1.282118e-05   -7.097233e-07
  16.00000   1   14.300000   -1.104808e-05   -6.009811e-07
  16.00000   1   14.400000   -9.520185e-06   -5.090739e-07
  16.00000   1   14.500000   -8.203591e-06   -4.313689e-07
  16.00000   1   14.600000   -7.069075e-06   -3.656487e-07
  16.00000   1   14.700000   -6.091458e-06   -3.100460e-07
  16.00000   1   14.800000   -5.249040e-06   -2.629870e-07
  16.00000   1   14.900000   -4.523124e-06   -2.231453e-07
  16.00000   1   15.000000   -3.897598e-06   -1.894024e-07
  16.00000   2    0.100000   -4.436092e+01   -1.334714e+00
  16.00000   2    0.200000   -4.434183e+01   -1.336488e+00
  16.00000   2    0.300000   -4.432202e+01   -1.338648e+00
  16.00000   2    0.400000   -4.430089e+01   -1.341277e+00
  16.00000   2    0.500000   -4.427776e+01   -1.344475e+00
  16.00000   2    0.600000   -4.425182e+01   -1.348362e+00
  16.00000   2    0.700000   -4.422217e+01   -1.353086e+00
  16.00000   2    0.800000   -4.418774e+01   -1.358821e+00
  16.00000   2    0.900000   -4.414732e+01   -1.365782e+00
  16.00000   2    1.000000   -4.409951e+01   -1.374226e+00
  16.00000   2    1.100000   -4.404270e+01   -1.384461e+00
  16.00000   2    1.200000   -4.397506e+01   -1.396861e+00
  16.00000   2    1.300000   -4.389449e+01   -1.411873e+00
  16.00000   2    1.400000   -4.379859e+01   -1.430036e+00
  16.00000   2    1.500000   -4.368463e+01   -1.451993e+00
  16.00000   2    1.600000   -4.354952e+01   -1.478515e+00
  16.00000   2    1.700000   -4.338979e+01   -1.510521e+00
  16.00000   2    1.800000   -4.320151e+01   -1.549101e+00
  16.00000   2    1.900000   -4.298031e+01   -1.595550e+00
  16.00000   2    2.000000   -4.272132e+01   -1.651391e+00
  16.00000   2    2.100000   -4.241919e+01   -1.718413e+00
  16.00000   2    2.200000   -4.206808e+01   -1.798695e+00
  16.00000   2    2.300000   -4.166167e+01   -1.894640e+00
  16.00000   2    2.400000   -4.119322e+01   -2.008992e+00
  16.00000   2    2.500000   -4.065566e+01   -2.144843e+00
  16.00000   2    2.600000   -4.004174e+01   -2.305616e+00
  16.00000   2    2.700000   -3.934417e+01   -2.495019e+00
  16.00000   2    2.800000   -3.855587e+01   -2.716942e+00
  16.00000   2    2.900000   -3.767031e+01   -2.975292e+00
  16.00000   2    3.000000   -3.668181e+01   -3.273743e+00
  16.00000   2    3.100000   -3.558602e+01   -3.615369e+00
  16.00000   2    3.200000   -3.438031e+01   -4.002165e+00
  16.00000   2    3.300000   -3.306426e+01   -4.434431e+00
  16.00000   2    3.400000   -3.164009e+01   -4.910059e+00
  16.00000   2    3.500000   -3.011302e+01   -5.423748e+00
  16.00000   2    3.600000   -2.849152e+01   -5.966279e+00
  16.00000   2    3.700000   -2.678734e+01   -6.523964e+00
  16.00000   2    3.800000   -2.501543e+01   -7.078485e+00
  16.00000   2    3.900000   -2.319350e+01   -7.607302e+00
  16.00000   2    4.000000   -2.134148e+01   -8.084804e+00
  16.00000   2    4.100000   -1.948074e+01   -8.484246e+00
  16.00000   2    4.200000   -1.763315e+01   -8.780326e+00
  16.00000   2    4.300000   -1.582012e+01   -8.952076e+00
  16.00000   2    4.400000   -1.406172e+01   -8.985555e+00
  16.00000   2    4.500000   -1.237102e+01   -8.875779e+00
  16.00000   2    4.600000   -1.075930e+01   -8.627480e+00
  16.00000   2    4.700000   -9.238950e+00   -8.254472e+00
  16.00000   2    4.800000   -7.819014e+00   -7.777814e+00
  16.00000   2    4.900000   -6.505265e+00   -7.223149e+00
  16.00000   2    5.000000   -5.300426e+00   -6.617792e+00
  16.00000   2    5.100000   -4.204529e+00   -5.988085e+00
  16.00000   2    5.200000   -3.215343e+00   -5.357367e+00
  16.00000   2    5.300000   -2.328840e+00   -4.744733e+00
  16.00000   2    5.400000   -1.539647e+00   -4.164549e+00
  16.00000   2    5.500000   -8.414617e-01   -3.626567e+00
  16.00000   2    5.600000   -2.274246e-01   -3.136453e+00
  16.00000   2    5.700000    3.095785e-01   -2.696515e+00
  16.00000   2    5.800000    7.766699e-01   -2.306498e+00
  16.00000   2    5.900000    1.180793e+00   -1.964328e+00
  16.00000   2    6.000000    1.528580e+00   -1.666750e+00
  16.00000   2    6.100000    1.826256e+00   -1.409843e+00
  16.00000   2    6.200000    2.079592e+00   -1.189404e+00
  16.00000   2    6.300000    2.293872e+00   -1.001221e+00
  16.00000   2    6.400000    2.473892e+00   -8.412605e-01
  16.00000   2    6.500000    2.623969e+00   -7.057714e-01
  16.00000   2    6.600000    2.747965e+00   -5.913491e-01
  16.00000   2    6.700000    2.849314e+00   -4.949554e-01
  16.00000   2    6.800000    2.931054e+00   -4.139147e-01
  16.00000   2    6.900000    2.995861e+00   -3.458967e-01
  16.00000   2    7.000000    3.046086e+00   -2.888882e-01
  16.00000   2    7.100000    3.083785e+00   -2.411619e-01
  16.00000   2    7.200000    3.110753e+00   -2.012444e-01
  16.00000   2    7.300000    3.128552e+00   -1.678837e-01
  16.00000   2    7.400000    3.138539e+00   -1.400204e-01
  16.00000   2    7.500000    3.141891e+00   -1.167606e-01
  16.00000   2    7.600000    3.139626e+00   -9.735169e-02
  16.00000   2    7.700000    3.132623e+00   -8.116143e-02
  16.00000   2    7.800000    3.121641e+00   -6.765959e-02
  16.00000   2    7.900000    3.107334e+00   -5.640201e-02
  16.00000   2    8.000000    3.090263e+00   -4.701709e-02
  16.00000   2    8.100000    3.070910e+00   -3.919419e-02
  16.00000   2    8.200000    3.049691e+00   -3.267383e-02
  16.00000   2    8.300000    3.026960e+00   -2.723939e-02
  16.00000   2    8.400000    3.003019e+00   -2.271012e-02
  16.00000   2    8.500000    2.978128e+00   -1.893526e-02
  16.00000   2    8.600000    2.952507e+00   -1.578910e-02
  16.00000   2    8.700000    2.926344e+00   -1.316684e-02
  16.00000   2    8.800000    2.899797e+00   -1.098114e-02
  16.00000   2    8.900000    2.873003e+00   -9.159216e-03
  16.00000   2    9.000000    2.846073e+00   -7.640420e-03
  16.00000   2    9.100000    2.819105e+00   -6.374219e-03
  16.00000   2    9.200000    2.792179e+00   -5.318513e-03
  16.00000   2    9.300000    2.765361e+00   -4.438225e-03
  16.00000   2    9.400000    2.738707e+00   -3.704135e-03
  16.00000   2    9.500000    2.712263e+00   -3.091896e-03
